MinimumDistance,MaximumDistance,AverageDistance,StdDev,,
7.2406816,112.131,53.75232,25.745186,,
7.2406816,112.131,53.75232,25.745186,,
7.2406816,112.131,53.75232,25.745186,,
7.2406816,112.131,53.75232,25.745186,,
7.2406816,112.131,53.75232,25.745186,,
7.2406816,112.131,53.75232,25.745186,,
7.2406816,112.131,53.75232,25.745186,,
7.2406816,112.131,53.75232,25.745186,,
175.281,369.6021,271.3726,37.933426,,
175.281,369.6021,271.3726,37.933426,,
13.473732,89.13592,51.61544,11.560736,,
4.23624,103.01659,52.233444,15.705915,,
39.79378,127.93712,82.912964,13.460964,,
11.615262,69.91695,42.611595,10.398209,,
1084.7908,1228.146,1161.9873,31.111954,,
24.657963,112.16747,74.83439,14.189998,,
34.458496,141.39604,82.856705,18.130995,,
4.130489,143.09753,74.26555,31.686306,,
4.130489,143.09753,74.26555,31.686306,,
4.130489,143.09753,74.26555,31.686306,,
4.130489,143.09753,74.26555,31.686306,,
0.95138836,152.10869,61.538773,21.930653,,
50.634663,82.66681,68.082756,6.9418087,,
14.93792,96.96252,53.895638,13.33978,,
14.93792,96.96252,53.895638,13.33978,,
14.93792,96.96252,53.895638,13.33978,,
14.93792,96.96252,53.895638,13.33978,,
0.36254343,192.3449,84.33451,33.521175,,
0.3577775,208.48476,92.717834,40.888126,,
0.3577775,208.48476,92.717834,40.888126,,
0.3577775,208.48476,92.717834,40.888126,,
201.51837,332.24985,269.9381,22.443651,,
201.51837,332.24985,269.9381,22.443651,,
288.94666,538.80475,398.27338,48.223156,,
76.93419,212.91527,147.7979,21.374292,,
49.29667,130.21701,81.24575,14.124166,,
5.0786023,68.40801,28.723513,12.928432,,
43.142155,136.25874,82.22299,15.727675,,
43.142155,136.25874,82.22299,15.727675,,
4.9143567,124.69984,55.92765,20.8582,,
15.405666,113.35256,68.75816,15.94977,,
49.29667,130.21701,81.24575,14.124166,,
5.0786023,68.40801,28.723513,12.928432,,
43.142155,136.25874,82.22299,15.727675,,
43.142155,136.25874,82.22299,15.727675,,
4.9143567,124.69984,55.92765,20.8582,,
15.405666,113.35256,68.75816,15.94977,,
4.3354225,221.06035,110.863625,37.66421,,
24.405735,101.87383,60.4307,12.912899,,
4.5219646,147.65855,65.54604,22.87376,,
8.512429,175.10011,85.47346,24.101467,,
96.57822,237.09047,168.18068,23.699362,,
